,property_class,property_status,address,neighborhood,location,latitude_pinpoint,longitude_pinpoint,year_of_acquisition,latitude_street,longitude_street,frontview_heading,panoids_years
851,Residential Improved,Disposed,"3007 JACKSON AVE,KANSAS CITY, MO 64128",Knoches Park,"3007 JACKSON AVE,KANSAS CITY, MO 64128,(39.070653, -94.534388),geocode,(39.0707093, -94.5340604)",39.0707093,-94.5340604,2013,39.070653,-94.534388,90,"{2007: 'K4TIiChBnXSQPMVpmORcCw', 2011: 'tpqqfN94-BB_7QQZ9vBhtQ', 2012: 'Z7ngeCmTk4kXyZQ4aO8K1Q', 2014: '-cLQ4b0ADGrONe8VuTSP2Q', 2015: '-DQkIqUK4PEpwdokdGEmYw', 2019: '7BHlg_wsHIXDWxQyz5xNuA', 2021: 'LkUjYrBNjK9hf9VtHtJWKg'}"
852,Residential Improved,Reserved,"8040 MONTGALL AVE,KANSAS CITY, MO 64132",Marlborough East,"8040 MONTGALL AVE,KANSAS CITY, MO 64132,(38.980178, -94.556624),geocode,(38.9801738, -94.5568717)",38.9801738,-94.5568717,2016,38.980178,-94.556624,90,"{2011: 'N82eDX7TtZ8C_AZRqLGI9w', 2019: 'rrCUg7Te16Zl-tLIU4w6Tw'}"
853,Residential Improved,Disposed,"4334 WAYNE AVE,KANSAS CITY, MO 64110",Ivanhoe Southwest,"4334 WAYNE AVE,KANSAS CITY, MO 64110,(39.047405, -94.565641),geocode,(39.0473825, -94.56587809999999)",39.0473825,-94.5658781,2013,39.047405,-94.565641,90,"{2007: 'n28DXe9nECPaEi2mbtBOeQ', 2011: 't2O-cb_eKXUDl2jg3OVcrQ', 2019: '40OwgbCy0PBFymmyzLwCug'}"
854,Residential Improved,Disposed,"5206 WABASH AVE,Kansas City, MO 64130",Blue Hills,"5206 WABASH AVE,Kansas City, MO 64130,(39.031554, -94.556009),geocode,(39.0315455, -94.5562472)",39.0315455,-94.5562472,2015,39.031554,-94.556009,90,{2019: 'l2pUYKhCCs8oG2qFiPK8Eg'}
855,Residential Improved,Reserved,"5610 E 28TH TER,Kansas City, MO 64128",South Blue Valley,"5610 E 28TH TER,Kansas City, MO 64128,(39.073074, -94.517448),geocode,(39.0732382, -94.5175294)",39.0732382,-94.5175294,2015,39.073074,-94.517448,180,"{2011: 'mKS8a8y8YAuWnyq005XaSQ', 2019: 'zn62zdlKuwZTnViI7eqIHg'}"
856,Residential Improved,Disposed,"2815 Monroe Ave,Kansas City, MO 64128",Ingleside,"2815 Monroe Ave,Kansas City, MO 64128,(39.074246, -94.539985),geocode,(39.0742627, -94.5398202)",39.0742627,-94.5398202,2013,39.074246,-94.539985,90,"{2007: 'dOS37fGMvF6CeSnYCFOn3Q', 2011: 'z1fD27pw-x8EEgvAkFZ0AA', 2014: '6JO_Z7N21UCK5IUesH8k4g', 2019: 'iCuQ4NqApitJr8358iLUoQ'}"
857,Residential Improved,Disposed,"932 E 78th St,Kansas City, MO 64131",Tower Homes,"932 E 78th St,Kansas City, MO 64131,(38.986158, -94.576589),geocode,(38.986433, -94.576561)",38.986433,-94.576561,2013,38.986158,-94.576589,0,"{2007: 'XZmx5_PNu7-EAvwRDhMZTw', 2011: 'r-1Up6q73LgFdwVaSVNx1Q', 2015: 'eu6aejXVV_s2jxlFQLyhkg', 2019: 'Dd5aJtcEtklLDekmPpRWjw', 2021: 'NxTucEcPaqmJ5wUdztLoCQ'}"
858,Residential Improved,Disposed,"1601 E 82ND ST,Kansas City, MO 64131",Marlborough Heights/Marlborough Pride,"1601 E 82ND ST,Kansas City, MO 64131,(38.979179, -94.569184),geocode,(38.9789929, -94.5691526)",38.9789929,-94.5691526,2015,38.979179,-94.569184,0,"{2011: 'C09YIXV84MTp39SD1_xTZA', 2014: 'xUR1-AE75KYAK37RTMhDzw', 2019: 'eZcr3oxaohkRUIuyYRPINA'}"
859,Residential Improved,Disposed,"5509  TOPPING AVE,Kansas City, MO 64129",Brown Estates,"5509  TOPPING AVE,Kansas City, MO 64129,(39.024663, -94.518235),geocode,(39.0252024, -94.51793049999999)",39.0252024,-94.5179305,2014,39.024663,-94.518235,0,"{2011: 'Ddi7-qx7tQAZ60SjNZKLsg', 2014: 'OVRHjPALXAApiTGdvgLXFw'}"
860,Residential Improved,Disposed,"5009 BELLEFONTAINE AVE,Kansas City, MO 64130",North Town Fork Creek,"5009 BELLEFONTAINE AVE,Kansas City, MO 64130,(39.03502, -94.548896),geocode,(39.03500289999999, -94.5486021)",39.0350029,-94.5486021,2015,39.03502,-94.548896,90,"{2007: 'dzInRG62VyRXsQUbOo5vFg', 2011: 'Z87J5ymoUCaHCMVGp_SBXw', 2019: 'UQ4GiH3ZW009or29s_E2ww'}"
861,Residential Improved,Disposed,"4920 AGNES AVE,Kansas City, MO 64130",North Town Fork Creek,"4920 AGNES AVE,Kansas City, MO 64130,(39.036388, -94.54998),geocode,(39.0364031, -94.55021359999999)",39.0364031,-94.5502136,2015,39.036388,-94.54998,90,"{2007: 'p6jzN32BmBKAdjY1V1vDgw', 2011: 'oRrHtAe02uOYS00_xtv6eg', 2019: 'GVJGZdEQbxby4ZL-ccc-4Q', 2021: 'STrPsXC8hz1FmyYcQ6OsQg'}"
862,Residential Improved,Reserved,"5234 Norton Ave,KANSAS CITY, MO 64130",Mount Cleveland,"5234 Norton Ave,KANSAS CITY, MO 64130,(39.030092, -94.537636),geocode,(39.0300958, -94.5378868)",39.0300958,-94.5378868,2017,39.030092,-94.537636,90,"{2007: 'lq-CYv4LAsbj-FgKFGrHkQ', 2011: 'tMH23HGNevmYN6vs7PHsCg'}"
863,Residential Improved,Reserved,"8036 MONTGALL AVE,Kansas City, MO 64132",Marlborough East,"8036 MONTGALL AVE,Kansas City, MO 64132,(38.980303, -94.556618),geocode,(38.9802974, -94.5568314)",38.9802974,-94.5568314,2015,38.980303,-94.556618,90,"{2011: 'iIuev5KFRdsLl1o_c6ltUg', 2019: 'QYXy92DLV9PyoiUHt4gs4A'}"
864,Residential Improved,Disposed,"3526 AGNES AVE,KANSAS CITY, MO 64128",Oak Park Northwest,"3526 AGNES AVE,KANSAS CITY, MO 64128,(39.061383, -94.548653),geocode,(39.0613567, -94.54896470000001)",39.0613567,-94.5489647,2013,39.061383,-94.548653,90,"{2007: 'UNABrdsY80v00wT7pxqInQ', 2011: 'LMiJ4uR635RgIyDxR9x9DQ', 2014: 's_nKgD_PIuruf5OUi38fHA', 2019: 'SZxa4NPm8cC_krzLp2QAgw'}"
865,Residential Improved,Disposed,"5214 OLIVE ST,Kansas City, MO 64130.0",Blue Hills,"5214 OLIVE ST,Kansas City, MO 64130.0,(39.031153, -94.557197),geocode,(39.0311612, -94.5575064)",39.0311612,-94.5575064,2015,39.031153,-94.557197,90,"{2007: 'ta4qDUYJN8KxbFnpa2f5lw', 2011: 'SJBz3fiK3EmiDFWwnNN8BQ', 2014: '6b0aGaARAFLSnJb-QfhRag', 2019: 'LX8wWaGzZE6putde3hw2rw'}"
866,Residential Improved,Disposed,"5508 PARK AVE,KANSAS CITY, MO 64130",Blue Hills,"5508 PARK AVE,KANSAS CITY, MO 64130,(39.026197, -94.558706),geocode,(39.0262293, -94.5589167)",39.0262293,-94.5589167,2013,39.026197,-94.558706,90,"{2007: '9sQYCJaE8OqdWewCTZGcrw', 2011: 'fSEfqsHKVNNUs1fCyRpy7A', 2014: 'cL55Nw2SuCd6qnL-UZn2QQ', 2019: 'aljXwSP6wBTA33GsBsDyOQ', 2021: 'uDb6q_8-YKSTk48Nb6Lbnw'}"
867,Residential Improved,Disposed,"5927 Wabash Avenue,Kansas City, MO 64130",Blue Hills,"5927 Wabash Avenue,Kansas City, MO 64130,(39.018212, -94.556932),geocode,(39.018229, -94.55666020000001)",39.018229,-94.5566602,2016,39.018212,-94.556932,90,"{2007: 'zXXQonax4LK-Jn79aynm0w', 2011: 'ni_d6xQK-zzZnJZbVueS2g', 2019: '8ORNBfFKLlHcmntsYKTMjQ'}"
868,Residential Improved,Disposed,"5420 WABASH AVE,Kansas City, MO 64130.0",Blue Hills,"5420 WABASH AVE,Kansas City, MO 64130.0,(39.027507, -94.556277),geocode,(39.0275022, -94.556499)",39.0275022,-94.556499,2015,39.027507,-94.556277,90,"{2007: 'rV64yGLTdxFhRch6l0dzAQ', 2011: '91_jOddiJKWugKVtkNWszg', 2019: '1D_ypzXI7pvPOrHxsL-Z9Q'}"
869,Residential Improved,Disposed,"5108 RINKER RD,Kansas City, MO 64129",Eastwood Hills East,"5108 RINKER RD,Kansas City, MO 64129,(39.030566, -94.487414),geocode,(39.0305598, -94.487712)",39.0305598,-94.487712,2015,39.030566,-94.487414,90,"{2007: 'NzP-G5j1VPtYD1Ug8cPseQ', 2011: 'HuP37_hWg161oxLb3Zndfg', 2019: 'f4-COG0dhR_Lj3Hc5lVj8g'}"
870,Residential Improved,Reserved,"4333  ASKEW AVE,Kansas City, MO 64130",Oak Park Southeast,"4333  ASKEW AVE,Kansas City, MO 64130,(39.046577, -94.542514),geocode,(39.0465512, -94.54211629999999)",39.0465512,-94.5421163,2014,39.046577,-94.542514,90,"{2007: 'K1rF36DwOwvhT1nuIpvaOA', 2011: 'YZqmu1Q5w5NeM0YURovwRA', 2019: 'RT77T-oJWTTKLpBi0QKA0g'}"
871,Residential Improved,Disposed,"3705 Benton,Kansas City, MO 64128",Oak Park Northwest,"3705 Benton,Kansas City, MO 64128,(39.058502, -94.546564),geocode,(39.0584995, -94.5461849)",39.0584995,-94.5461849,2014,39.058502,-94.546564,90,"{2007: 's7Bj0OmgxbMRxViCInvMgw', 2011: 'FPnvWVMGasLZpUQxifKfkQ', 2014: 'H32fbAncH6r_MxwRG8pCRQ', 2016: 'vzkmhDpIVkZ7g0ziz0eC0Q', 2019: '0NyEj3wLKu0wAsmVSix7Ag', 2021: 'HNtYnNMrWIjf_dtHE9LF3Q'}"
872,Residential Improved,Disposed,"4201 E 67th ST,Kansas City, MO 34132",Foxtown East,"4201 E 67th ST,Kansas City, MO 34132,(39.004426, -94.537761),geocode,(39.0042073, -94.5377659)",39.0042073,-94.5377659,2017,39.004426,-94.537761,180,"{2007: 'MGZ1kA2psPkppW4KOMtZLA', 2011: 'xBKzj_e0EkfMSxGUvL6V6w', 2019: 'w39m36GEMWicRPewzd3O7g'}"
873,Residential Improved,Disposed,"3023  HIGHLAND AVE,Kansas City, MO 64109",Mount Hope,"3023  HIGHLAND AVE,Kansas City, MO 64109,(39.071155, -94.563189),geocode,(39.0711282, -94.5629463)",39.0711282,-94.5629463,2014,39.071155,-94.563189,90,"{2007: 'za-m1QmrzArH_zrekF6DNQ', 2011: 'dlwZLqEJuPozlMcBTPDGtA', 2019: 'uFHKNViTfC9mlEtqkS3MOg'}"
874,Residential Improved,Disposed,"4419 FOREST AVE,Kansas City, MO 64110.0",Manheim Park,"4419 FOREST AVE,Kansas City, MO 64110.0,(39.046434, -94.571392),geocode,(39.0464764, -94.5711274)",39.0464764,-94.5711274,2015,39.046434,-94.571392,90,"{2007: 'F6d3-vGvDVcKt9DmCB73Ug', 2011: 'uKNE4RKlVKVhyBzSMtyXKw', 2015: 'Zlj8yEM5RKfDJrLU2MuotA', 2019: 'ZxmORbwQG-kA5FR0QKuMzg'}"
875,Residential Improved,Disposed,"2819 Askew Ave,Kansas City, MO 64128",Ingleside,"2819 Askew Ave,Kansas City, MO 64128,(39.074242, -94.541134),geocode,(39.0742115, -94.5408776)",39.0742115,-94.5408776,2013,39.074242,-94.541134,90,"{2007: 'IPM5NitUFif_CRMzH5n5gg', 2011: 'k3pxIZJ7QlvKoXPWmWPwwA', 2014: 'L6s4YirEFQ7uAK3_IhVesQ', 2019: 'fhB9T_uA-ExtXYaMUiI2iA'}"
876,Residential Improved,Disposed,"3422 Brooklyn Ave,Kansas City, MO 64109",Key Coalition,"3422 Brooklyn Ave,Kansas City, MO 64109,(39.063715, -94.557793),geocode,(39.0637558, -94.5580201)",39.0637558,-94.5580201,2013,39.063715,-94.557793,90,"{2007: 'BYiaLtvwDq0nl5pqkuiNVQ', 2011: 'U4-fcSG1Yl_hQy39875jIg', 2019: 'AQFkd6MDFj-G8nFJTx98mQ'}"
877,Residential Improved,Disposed,"1617 CYPRESS AVE,KANSAS CITY, MO 64127",East Community Team North,"1617 CYPRESS AVE,KANSAS CITY, MO 64127,(39.091903, -94.530044),geocode,(39.0918978, -94.52984160000001)",39.0918978,-94.5298416,2013,39.091903,-94.530044,90,"{2007: 'IsSBo5NkEOMbJMSXy9Kiwg', 2011: 'lT6N82KR9LfaATVccInx5A', 2014: 'vlmkSfxqn7p54aSYA_MQdQ', 2019: '4c8jA7l6VzLbVZjVhXigRA'}"
878,Residential Improved,Disposed,"5434 E 27TH TER,Kansas City, MO 64128",South Blue Valley,"5434 E 27TH TER,Kansas City, MO 64128,(39.075276, -94.518576),geocode,(39.0754525, -94.5185561)",39.0754525,-94.5185561,2014,39.075276,-94.518576,0,"{2008: '734KN64NqV2IFDUTFI22Iw', 2011: 'NwHznJaVo7qs8G-GoWAGlw', 2014: 'sD0fTeJcMyOXTGQRkBzV9g', 2019: '89YoH1MxQEICE7H_UV1CgQ'}"
879,Residential Improved,Disposed,"6427 E 14th St,Kansas City, MO 64126",East Blue Valley,"6427 E 14th St,Kansas City, MO 64126,(39.094708, -94.506606),geocode,(39.0945511, -94.50663899999999)",39.0945511,-94.506639,2013,39.094708,-94.506606,180,"{2008: 'shr4rCVHzf1SwadpEK0AJg', 2011: 'vUAtS3ZFzoYWLTu4Rhb0eA', 2014: 'NGq2D2kr6PBpnCXed0U6jQ', 2019: 'o2VzcbKwymWVmo3RBNfbKQ'}"
880,Residential Improved,Reserved,"2640 Askew Ave,Kansas City, MO 64127",Washington Wheatley,"2640 Askew Ave,Kansas City, MO 64127,(39.077051, -94.540997),geocode,(39.0770507, -94.54123)",39.0770507,-94.54123,2013,39.077051,-94.540997,90,"{2007: 'VxSj0uN0cbFz5heHGQ0wMw', 2011: 'mi1cvOwgjm-q_UODcXlYSw', 2014: 'smwhAHZ0v37t6G84xeglqw', 2019: 'cv-L-3OHt9tcojFw_Z7q1g'}"
881,Residential Improved,Disposed,"3649 E 57TH ST,Kansas City, MO 64130",North Town Fork Creek,"3649 E 57TH ST,Kansas City, MO 64130,(39.022172, -94.5423),geocode,(39.0219885, -94.5423076)",39.0219885,-94.5423076,2014,39.022172,-94.5423,180,"{2007: 'Mck9Gp3fdNCTYyQ1aqxHnw', 2011: 'z3VUn5Z_Zuk-T-rtZ-vfIA', 2019: 'JvPTbqBnnbh9pr8oSyLNyA'}"
882,Residential Improved,Disposed,"1700 E 28TH ST,KANSAS CITY, MO 64109",Mount Hope,"1700 E 28TH ST,KANSAS CITY, MO 64109,(39.075636, -94.562822),geocode,(39.0758439, -94.5628254)",39.0758439,-94.5628254,2013,39.075636,-94.562822,180,"{2011: 'QYRaUmAD3R65hSAlsUqHvA', 2016: '9Zhd77t_VyRnikN6ZuWgSA', 2019: 'ul2NFyITWucPH3c1GC_XGQ', 2021: 'KI2HE9nQZzxUDoaFzHT14w'}"
883,Residential Improved,Disposed,"1918 E 55TH ST,KANSAS CITY, MO 64130",Blue Hills,"1918 E 55TH ST,KANSAS CITY, MO 64130,(39.026779, -94.562387),geocode,(39.027032, -94.5623016)",39.027032,-94.5623016,2013,39.026779,-94.562387,0,"{2007: 'XsNWIFyj-OpzSC7eDBo_YA', 2011: 'fVZcYFZLVcPNoOh1BROFyg', 2014: '3WtvU67M6u5AiLrOPEeqBA', 2019: 'NKYTzQB2xYne90dixBAF4w'}"
884,Residential Improved,Disposed,"5020 Olive,Kansas City, MO 64130",Blue Hills,"5020 Olive,Kansas City, MO 64130,(39.034982, -94.556991),geocode,(39.0349515, -94.5572243)",39.0349515,-94.5572243,2015,39.034982,-94.556991,90,"{2007: 'dmMHC9n7mWoMbyMKiTl2Gg', 2011: 'S5UQE_egyvbeECeKWrk2Zg', 2014: 'SBFShzzu8-0BkVA6aXB2ag', 2019: 'YHRL1VRFVBwxUQTQtCRUxQ'}"
885,Residential Improved,Disposed,"3009 E 27th St,Kansas City, MO 64127-4127",Santa Fe,"3009 E 27th St,Kansas City, MO 64127-4127,(39.076925, -94.547291),geocode,(39.0766486, -94.5473935)",39.0766486,-94.5473935,2015,39.076925,-94.547291,180,"{2007: '-TvGXSyTjFdW-SocEnAp2w', 2011: 'z40Cw8QricXKEbrTdhc4mA', 2014: 'rxF6gWtUNzUwpiMeCHiYdg', 2015: 'TX_WtEuKptVXCe7O_mQBbg', 2016: 'TgH9tR-mo8KntuS0JB6urQ', 2019: 'UNidi-S87oPEswog_niwXw', 2021: 'd5kzc3W1PMFRaTjCF8Th5g'}"
886,Residential Improved,Disposed,"3518 College Ave,Kansas City, MO 64128",Oak Park Northwest,"3518 College Ave,Kansas City, MO 64128,(39.061636, -94.545191),geocode,(39.0616556, -94.54545979999999)",39.0616556,-94.5454598,2013,39.061636,-94.545191,90,"{2007: 'yHZaL0J1S80n7CKt0nh0Lg', 2011: 'pRaml8-8SYKFJ74HTXpEvw', 2014: '4dPDduQpEkCzYKGUXm_SdQ', 2019: '-LjqKXMmfGLvdLqO2oBisA'}"
887,Residential Improved,Disposed,"4124 Chestnut Ave,Kansas City, MO 64130",Oak Park Southwest,"4124 Chestnut Ave,Kansas City, MO 64130,(39.050847, -94.551533),geocode,(39.0508832, -94.5519058)",39.0508832,-94.5519058,2013,39.050847,-94.551533,90,"{2007: 'OHvjPRu0AIA-MEfqXZDqQA', 2011: '5w7BfmFnM6GB--poC3wr-A', 2019: '8NZqmqJlhSsynl_TW-is9g'}"
888,Residential Improved,Disposed,"4629 ELMWOOD AVE,KANSAS CITY, MO 64130",Vineyard,"4629 ELMWOOD AVE,KANSAS CITY, MO 64130,(39.040893, -94.531266),geocode,(39.040888, -94.5309994)",39.040888,-94.5309994,2013,39.040893,-94.531266,90,"{2007: 'fALSSRpbuirgOIty3B0QyA', 2011: 'QFrEhFZi8-Tg7nI77UgFDw', 2014: 'bzJ0eTAdACAKdDXcD8c7rQ', 2019: 'N4GRAffUx--pcBpSTMWD0g', 2021: 'HAaSaIlYFtAgkzgHjVyLuA'}"
889,Residential Improved,Reserved,"3816  BELLEFONTAINE AVE,Kansas City, MO 64128",Oak Park Northwest,"3816  BELLEFONTAINE AVE,Kansas City, MO 64128,(39.056424, -94.54784),geocode,(39.0563932, -94.54811869999999)",39.0563932,-94.5481187,2014,39.056424,-94.54784,90,"{2007: 'gB6sT-2XOMfTUUGDhNjvcA', 2011: '8XdMW4SgBBnb6r4V3eTweA', 2014: 'gYjXGZow7O9gIzZBSxH6QA', 2019: 'ndeGNcRLP3_P6VhMDSKd7Q'}"
890,Residential Improved,Disposed,"4343 BELLEFONTAINE,KANSAS CITY, MO 64130",Oak Park Southwest,"4343 BELLEFONTAINE,KANSAS CITY, MO 64130,(39.046456, -94.548368),geocode,(39.0464397, -94.54811869999999)",39.0464397,-94.5481187,2013,39.046456,-94.548368,90,"{2007: 'g__CWSUeyQKTAYstxasb4Q', 2011: 'ewgjzyE3V7eLCoQQcn1Cqw', 2019: 'YC1DjREk5KqjPFhTR6j1gw'}"
891,Residential Improved,Disposed,"3940 E 68TH ST,KANSAS CITY, MO 64132",Foxtown East,"3940 E 68TH ST,KANSAS CITY, MO 64132,(39.00274, -94.540607),geocode,(39.0029578, -94.54062580000002)",39.0029578,-94.5406258,2016,39.00274,-94.540607,180,"{2007: '55lD7q1ay97REgQIpxuVsg', 2011: 'dTyGXoDZ6G_TgYhf20xHew', 2019: 'F_4nLnc_P-4vzadvibSNpw', 2021: 'V6xcW0vGQonBQ83n7Sua5g'}"
892,Residential Improved,Disposed,"3815 HIGHLAND AVE,KANSAS CITY, MO 64109",Linwood Homeowners-Ivanhoe,"3815 HIGHLAND AVE,KANSAS CITY, MO 64109,(39.056287, -94.563931),geocode,(39.0562743, -94.5636717)",39.0562743,-94.5636717,2013,39.056287,-94.563931,90,"{2007: 'e5Xji57r-hYs6HoszZcxwQ', 2011: 'XuCcS5OgLdTfBvz7dAYv5w', 2019: '0BwlIYYLLAFggBgPrqCXXw'}"
893,Residential Improved,Disposed,"2810 ELMWOOD AVE,KANSAS CITY, MO 64128",East Community Team South,"2810 ELMWOOD AVE,KANSAS CITY, MO 64128,(39.074076, -94.529606),geocode,(39.0741127, -94.52982139999999)",39.0741127,-94.5298214,2013,39.074076,-94.529606,90,"{2007: 'VOs4hh1eFf3IhebX4PfBgw', 2011: 'H3LEGJibZgPVXdwLN-MdHw', 2014: 'Vtjo0oRRybdeaIgmFaLsTQ', 2019: '8fDm_BZL1KGfRZLjDzCs6g'}"
894,Residential Improved,Disposed,"2006 BENTON BLVD,KANSAS CITY, MO 64127",Washington Wheatley,"2006 BENTON BLVD,KANSAS CITY, MO 64127,(39.08759, -94.549667),geocode,(39.087641, -94.550045)",39.087641,-94.550045,2013,39.08759,-94.549667,90,"{2007: '9t1v0NWOY2OSNn3W60zaqw', 2011: 'ioV9tHXDWq-PNUGSEylKFw', 2016: 'w_FoNi1elCrDSAacvSc4oA', 2017: 'j5lW9jTrWpCztkTXA3PLIw', 2018: 'oQJSDl4PS_BIqKV-6-UKjg', 2019: 'fC9NgaLtShSGTQiJLH9vBA'}"
895,Residential Improved,Disposed,"3005 Agnes Ave,Kansas City, MO 64128",Santa Fe,"3005 Agnes Ave,Kansas City, MO 64128,(39.07118, -94.548153),geocode,(39.0712268, -94.5479172)",39.0712268,-94.5479172,2013,39.07118,-94.548153,90,"{2007: 'DnIbwXFgRtwHuvLhz5nEcw', 2011: '6Zo-npK-N5rVyYY1Dnq5tw', 2014: '5L00XMcsyBUtObvQrmFqNA', 2019: 'RJzKJcHdeqcqBWMoFqabNg'}"
896,Residential Improved,Disposed,"4009 PARK AVE,KANSAS CITY, MO 64130",Ivanhoe Southeast,"4009 PARK AVE,KANSAS CITY, MO 64130,(39.053408, -94.557165),geocode,(39.0533682, -94.5569422)",39.0533682,-94.5569422,2013,39.053408,-94.557165,90,"{2011: 'F3JZZVu_KnkheZlFsSdazA', 2019: 'oF6stImiOv34LBEWxxG-wA'}"
897,Residential Improved,Disposed,"1626 Cambridge Ave,Kansas City, MO 64126",East Blue Valley,"1626 Cambridge Ave,Kansas City, MO 64126,(39.090994, -94.502348),geocode,(39.0909725, -94.50257330000001)",39.0909725,-94.5025733,2013,39.090994,-94.502348,90,"{2011: 'zr8XUNVwPq6a32F8-nNubQ', 2014: 'pjrNDciV9UsiS8_ubhAgUg', 2019: 'VRZ71mLZxmhAWrMtOt0Pyg'}"
898,Residential Improved,Disposed,"6645 Walrond Ave,Kansas City, MO 64132",Swope Park Campus,"6645 Walrond Ave,Kansas City, MO 64132,(39.005531, -94.549529),geocode,(39.00541820000001, -94.5492367)",39.0054182,-94.5492367,2013,39.005531,-94.549529,90,"{2011: 'Vit86xQ6k6kO7Ehu5OwVVQ', 2019: 'BEbmzKdK_I0sWDos-cjVxg', 2021: 'SJ1LvSC0TyiALdqELXSDVg'}"
899,Residential Improved,Disposed,"5638  OLIVE ST,Kansas City, MO 64130",Blue Hills,"5638  OLIVE ST,Kansas City, MO 64130,(39.023371, -94.557701),geocode,(39.0234204, -94.5579899)",39.0234204,-94.5579899,2014,39.023371,-94.557701,90,"{2007: 'OxjRgi8qioJxdfYRGvjvXg', 2011: 'S5hP8bWNqxjiN7SXGbDIdA', 2014: '2xsaQVI2LjM0hhkAqg9AuA', 2019: 'aeXBVNTK04MH8hgQHr41ww'}"
900,Residential Improved,Disposed,"1604 OAKLEY AVE,KANSAS CITY, MO 64127",West Blue Valley,"1604 OAKLEY AVE,KANSAS CITY, MO 64127,(39.092481, -94.517107),geocode,(39.0924834, -94.51733809999999)",39.0924834,-94.5173381,2016,39.092481,-94.517107,90,{2019: 'mfLcpFcRVH6Rxs6LhxIR_A'}
901,Residential Improved,Disposed,"3633 WOODLAND AVE,Kansas City, MO 64109",Linwood Homeowners-Ivanhoe,"3633 WOODLAND AVE,Kansas City, MO 64109,(39.060014, -94.562609),geocode,(39.0599009, -94.5623418)",39.0599009,-94.5623418,2015,39.060014,-94.562609,90,"{2007: '7x6JQdzzT8iQM3ydV4O7_w', 2011: 'T107E1rfkxm7oKIcdJ2uYQ', 2013: 'nPX94dbyA9iL7sICT2s2NQ', 2016: 'm4VYtS9XPqf6vj6KR8E0ug', 2019: 'DxdWaNWQhWq6akRbNfIjzA'}"
902,Residential Improved,Reserved,"4405 GARFIELD AVE,KANSAS CITY, MO 64130",Ivanhoe Southeast,"4405 GARFIELD AVE,KANSAS CITY, MO 64130,(39.046309, -94.559894),geocode,(39.0463579, -94.5596017)",39.0463579,-94.5596017,2013,39.046309,-94.559894,90,"{2007: 'uhwkCNF0bW8bhTqfCO8P_A', 2011: '2e10woq_6-HQzNV3Anbvfg', 2014: 'TtQfWsmdBkqkA4DoiJTacw', 2019: 'vz1-p7iYksM-mmvA8lBkvw'}"
903,Residential Improved,Disposed,"2018 E 35TH ST,KANSAS CITY, MO 64109",Key Coalition,"2018 E 35TH ST,KANSAS CITY, MO 64109,(39.062822, -94.559272),geocode,(39.0630279, -94.55923899999999)",39.0630279,-94.559239,2013,39.062822,-94.559272,0,"{2007: 'ILX874l1MuGp6yddwbksMw', 2011: 'v3L1YhGSrgotAn7A7RdLwQ', 2016: 'ya1bTC7YgLweHUbDWIkorA', 2019: 'BQWdt2x9coXzynYIYW4Njw', 2021: 'fN_KRpAbid81-GsKmMx0gg'}"
904,Residential Improved,Disposed,"3321 CHESTNUT AVE,Kansas City, MO 64128",Oak Park Northwest,"3321 CHESTNUT AVE,Kansas City, MO 64128,(39.065408, -94.550762),geocode,(39.06539799999999, -94.550536)",39.065398,-94.550536,2015,39.065408,-94.550762,90,"{2007: 'M4IX3lmUnhk9qriJl1tBOQ', 2011: 'bPXgRQx-I6ddGhQ4MD_bCw', 2019: '4TR7K97_yNJS97-CbWgfVw'}"
905,Residential Improved,Disposed,"1513  OAKLEY AVE,Kansas City, MO 64127",West Blue Valley,"1513  OAKLEY AVE,Kansas City, MO 64127,(39.093444, -94.517078),geocode,(39.0934691, -94.5167845)",39.0934691,-94.5167845,2014,39.093444,-94.517078,90,"{2008: 'DXeNBiPWCGKrZGBRzEVBqA', 2011: 'jyJCT34HomMjQKZUQRcNyQ', 2014: 'l31QANlu3hhn5ASxZWc44A', 2019: '-Ump9xt_gwPrSm-VXPzgkA'}"
906,Residential Improved,Disposed,"4303 Monroe Ave,KANSAS CITY, MO 64130.0",Oak Park Southeast,"4303 Monroe Ave,KANSAS CITY, MO 64130.0,(39.047573, -94.541302),geocode,(39.0474873, -94.54102859999999)",39.0474873,-94.5410286,2017,39.047573,-94.541302,90,"{2007: 'TnPdLaFWaFgumGjylJ97VQ', 2011: 'Q2pbsPxf0bbHNM0OzSaLNA', 2019: 'zH1s-Dxv82x9W_4mv3pThQ', 2021: 'sUOk1pSwuiAlKacjztopnA'}"
907,Residential Improved,Disposed,"2615 Bellefontaine Ave,Kansas City, MO 64127",Washington Wheatley,"2615 Bellefontaine Ave,Kansas City, MO 64127,(39.078192, -94.546539),geocode,(39.0781822, -94.546336)",39.0781822,-94.546336,2013,39.078192,-94.546539,90,"{2007: 'Et4nK5ojlGzS2N4j3IlAiA', 2011: 'YVvOf9zX1865myCjCyBcUA', 2014: 'RvH32LNd6JnC20wyAV9MrA', 2019: 'aa3WfqhPrxIP4cDTH_f4Dg'}"
